PlantID,Date,GrossInput_BBL,NetOutput_BBL,Emission_PPM,OperationalEfficiency_Pct
PLT-04,2024-03-30,109658.1,102756.52,42.371,93.71
PLT-05,2024-03-30,60890.15,54118.76,35.674,88.88
PLT-01,2024-03-31,74775.23,68672.05,30.963,91.84
PLT-02,2024-03-31,68910.61,64524.13,13.1,93.63
PLT-03,2024-03-31,117591.31,113266.75,45.67,96.32
PLT-04,2024-03-31,69200.28,64208.88,46.349,92.79
PLT-05,2024-03-31,112187.68,106704.17,26.664,95.11
PLT-01,2024-04-01,85147.14,81005.76,21.828,95.14
PLT-02,2024-04-01,90115.95,86016.94,37.468,95.45
PLT-03,2024-04-01,78358.45,73078.25,47.592,93.26
PLT-04,2024-04-01,88159.02,83813.27,38.158,95.07
PLT-05,2024-04-01,96119.25,90782.06,28.359,94.45
PLT-01,2024-04-02,77932.81,71862.44,13.197,92.21
PLT-02,2024-04-02,59285.23,52995.71,45.412,89.39
PLT-03,2024-04-02,61997.55,55330.32,17.812,89.25
PLT-04,2024-04-02,95999.19,84531.85,30.467,88.05
PLT-05,2024-04-02,49509.69,47354.52,46.504,95.65
PLT-01,2024-04-03,116700.37,107338.29,35.203,91.98
PLT-02,2024-04-03,87976.33,80190.73,27.986,91.15
PLT-03,2024-04-03,45145.9,42961.42,20.669,95.16
PLT-04,2024-04-03,76842.19,70945.0,32.186,92.33
PLT-05,2024-04-03,105430.13,99343.57,35.87,94.23
PLT-01,2024-04-04,82139.64,72992.24,27.972,88.86
PLT-02,2024-04-04,116585.35,113041.08,38.298,96.96
PLT-03,2024-04-04,58201.2,51750.77,28.432,88.92
PLT-04,2024-04-04,108525.75,102553.34,43.82,94.5
PLT-05,2024-04-04,89262.11,79597.66,17.633,89.17
PLT-01,2024-04-05,43840.18,40816.84,20.744,93.1
PLT-02,2024-04-05,98750.69,92999.7,23.452,94.18
PLT-03,2024-04-05,54144.13,48145.83,40.043,88.92
PLT-04,2024-04-05,76035.28,69125.02,42.84,90.91
PLT-05,2024-04-05,87489.06,81069.13,38.762,92.66
PLT-01,2024-04-06,105246.65,99115.67,27.84,94.17
PLT-02,2024-04-06,70343.9,66788.0,30.645,94.94
PLT-03,2024-04-06,96350.89,92509.95,44.972,96.01
PLT-04,2024-04-06,62217.25,55803.28,22.906,89.69
PLT-05,2024-04-06,100109.74,91430.75,18.242,91.33
PLT-01,2024-04-07,47870.84,43536.53,16.901,90.95
PLT-02,2024-04-07,52509.89,49440.66,12.71,94.15
PLT-03,2024-04-07,49404.26,47230.12,42.417,95.6
PLT-04,2024-04-07,66339.48,58903.87,38.879,88.79
PLT-05,2024-04-07,68810.54,60834.84,19.182,88.41
PLT-01,2024-04-08,50977.18,47562.75,44.332,93.3
PLT-02,2024-04-08,103445.76,96120.4,27.198,92.92
PLT-03,2024-04-08,89494.14,82329.52,20.86,91.99
PLT-04,2024-04-08,94335.8,90429.54,25.423,95.86
PLT-05,2024-04-08,107323.08,98608.17,26.448,91.88
PLT-01,2024-04-09,42265.95,39838.83,41.07,94.26
PLT-02,2024-04-09,93084.55,83182.45,17.219,89.36
PLT-03,2024-04-09,85828.7,78630.8,27.448,91.61
PLT-04,2024-04-09,117424.02,110983.67,26.824,94.52
PLT-05,2024-04-09,41527.94,36672.02,38.153,88.31
PLT-01,2024-04-10,107019.1,100993.2,26.612,94.37
PLT-02,2024-04-10,42490.86,41091.47,47.508,96.71
PLT-03,2024-04-10,83949.16,74409.21,32.975,88.64
PLT-04,2024-04-10,111387.08,104837.37,37.92,94.12
PLT-05,2024-04-10,46797.59,41630.48,18.085,88.96
PLT-01,2024-04-11,112350.15,104185.27,40.497,92.73
PLT-02,2024-04-11,49223.3,47426.05,41.561,96.35
PLT-03,2024-04-11,57981.13,55585.14,21.484,95.87
PLT-04,2024-04-11,56427.19,50997.88,44.758,90.38
PLT-05,2024-04-11,113247.36,103010.89,37.396,90.96
PLT-01,2024-04-12,94059.62,89600.31,22.674,95.26
PLT-02,2024-04-12,80811.08,75969.74,12.945,94.01
PLT-03,2024-04-12,70139.1,66115.22,21.093,94.26
PLT-04,2024-04-12,116616.33,102938.93,47.991,88.27
PLT-05,2024-04-12,57341.11,50712.13,24.029,88.44
PLT-01,2024-04-13,102902.58,97522.81,19.518,94.77
PLT-02,2024-04-13,55743.21,52277.78,28.491,93.78
PLT-03,2024-04-13,103383.2,91201.76,35.475,88.22
PLT-04,2024-04-13,98453.76,95441.54,36.436,96.94
PLT-05,2024-04-13,58547.61,52091.96,36.573,88.97
PLT-01,2024-04-14,81854.65,78656.02,38.158,96.09
PLT-02,2024-04-14,80779.4,74020.03,26.557,91.63
PLT-03,2024-04-14,58104.34,51222.42,34.197,88.16
PLT-04,2024-04-14,56993.18,51222.59,18.014,89.87
PLT-05,2024-04-14,55167.64,48705.36,37.772,88.29
PLT-01,2024-04-15,72111.77,67102.69,34.93,93.05
PLT-02,2024-04-15,117798.76,104386.66,28.545,88.61
PLT-03,2024-04-15,59671.83,55071.38,45.137,92.29
PLT-04,2024-04-15,97918.74,92002.05,27.885,93.96
PLT-05,2024-04-15,93689.0,82719.31,34.605,88.29
PLT-01,2024-04-16,84302.13,76815.9,19.255,91.12
PLT-02,2024-04-16,104604.44,92558.99,16.008,88.48
PLT-03,2024-04-16,75241.74,67922.97,38.836,90.27
PLT-04,2024-04-16,90735.21,86155.63,23.688,94.95
PLT-05,2024-04-16,99241.52,95034.4,24.43,95.76
PLT-01,2024-04-17,67191.67,64570.9,13.792,96.1
PLT-02,2024-04-17,68015.15,60579.77,14.543,89.07
PLT-03,2024-04-17,49029.55,45048.94,36.73,91.88
PLT-04,2024-04-17,63142.59,60394.04,27.754,95.65
PLT-05,2024-04-17,117458.24,113449.86,39.838,96.59
PLT-01,2024-04-18,114592.44,108133.86,44.241,94.36
PLT-02,2024-04-18,58917.9,53679.38,39.105,91.11
PLT-03,2024-04-18,73964.9,70663.07,43.595,95.54
PLT-04,2024-04-18,63978.36,61042.43,17.554,95.41
PLT-05,2024-04-18,66735.74,61838.46,20.152,92.66
PLT-01,2024-04-19,86341.43,80477.34,19.449,93.21
PLT-02,2024-04-19,103651.31,97105.52,23.439,93.68
PLT-03,2024-04-19,58574.78,56178.34,42.087,95.91
PLT-04,2024-04-19,58380.85,51562.23,42.463,88.32
PLT-05,2024-04-19,89240.68,79342.05,34.645,88.91
PLT-01,2024-04-20,76174.61,72343.75,19.527,94.97
PLT-02,2024-04-20,76252.54,68174.5,47.971,89.41
PLT-03,2024-04-20,102299.05,96806.1,36.847,94.63
PLT-04,2024-04-20,73866.92,71140.89,14.625,96.31
PLT-05,2024-04-20,104260.73,93769.07,25.165,89.94
PLT-01,2024-04-21,81554.38,77512.46,42.187,95.04
PLT-02,2024-04-21,86698.58,79439.58,46.074,91.63
PLT-03,2024-04-21,59721.7,56871.69,34.034,95.23
PLT-04,2024-04-21,70151.6,61742.04,29.578,88.01
PLT-05,2024-04-21,62137.6,55264.63,16.206,88.94
PLT-01,2024-04-22,67804.67,63419.62,42.151,93.53
PLT-02,2024-04-22,54685.06,50212.8,26.11,91.82
PLT-03,2024-04-22,81071.52,77250.04,31.931,95.29
PLT-04,2024-04-22,107732.39,99832.34,33.739,92.67
PLT-05,2024-04-22,74990.66,71546.98,45.258,95.41
PLT-01,2024-04-23,91131.58,86927.72,14.124,95.39
PLT-02,2024-04-23,112488.94,100902.95,22.735,89.7
PLT-03,2024-04-23,44266.41,42800.57,42.672,96.69
PLT-04,2024-04-23,113054.77,108108.56,29.263,95.62
PLT-05,2024-04-23,113926.55,110195.75,30.092,96.73
PLT-01,2024-04-24,54049.98,50767.85,47.116,93.93
PLT-02,2024-04-24,109771.75,105113.41,45.617,95.76
PLT-03,2024-04-24,111516.18,105925.36,37.858,94.99
PLT-04,2024-04-24,61181.37,57260.9,30.774,93.59
PLT-05,2024-04-24,108955.53,100702.6,16.599,92.43
PLT-01,2024-04-25,40397.8,38014.68,31.797,94.1
PLT-02,2024-04-25,66477.03,59510.74,30.302,89.52
PLT-03,2024-04-25,48022.92,43712.85,25.652,91.02
PLT-04,2024-04-25,77249.5,71223.72,21.252,92.2
PLT-05,2024-04-25,108016.88,98511.28,20.265,91.2
PLT-01,2024-04-26,54064.79,49146.63,14.432,90.9
PLT-02,2024-04-26,42632.6,39838.58,34.289,93.45
PLT-03,2024-04-26,82367.06,78133.86,13.409,94.86
PLT-04,2024-04-26,114877.85,102075.39,37.765,88.86
PLT-05,2024-04-26,50671.73,48603.89,30.386,95.92
PLT-01,2024-04-27,46583.48,43579.09,12.328,93.55
PLT-02,2024-04-27,102081.77,95809.12,19.654,93.86
PLT-03,2024-04-27,69980.07,61631.63,38.473,88.07
PLT-04,2024-04-27,65813.45,61301.48,46.442,93.14
PLT-05,2024-04-27,63957.34,61982.43,34.778,96.91
PLT-01,2024-04-28,59367.09,54576.76,38.656,91.93
PLT-02,2024-04-28,75718.23,67098.9,19.57,88.62
PLT-03,2024-04-28,103303.82,96935.51,32.514,93.84
PLT-04,2024-04-28,53409.76,51027.59,46.587,95.54
PLT-05,2024-04-28,43270.97,38382.34,45.35,88.7
PLT-01,2024-04-29,105244.18,98467.94,46.019,93.56
PLT-02,2024-04-29,91714.45,82491.52,39.731,89.94
PLT-03,2024-04-29,91656.83,88789.53,19.7,96.87
PLT-04,2024-04-29,87830.79,83458.14,24.203,95.02
PLT-05,2024-04-29,70374.37,67553.14,26.551,95.99
PLT-01,2024-04-30,89978.63,86382.31,19.554,96.0
PLT-02,2024-04-30,118550.18,111813.66,29.86,94.32
PLT-03,2024-04-30,74473.65,71933.56,19.406,96.59
PLT-04,2024-04-30,64934.66,58941.28,22.404,90.77
PLT-05,2024-04-30,77483.04,75083.09,43.996,96.9
PLT-01,2024-05-01,66235.97,60808.48,36.101,91.81
PLT-02,2024-05-01,41372.13,39461.31,43.673,95.38
PLT-03,2024-05-01,108576.03,99211.88,28.632,91.38
PLT-04,2024-05-01,40991.07,37545.59,28.575,91.59
PLT-05,2024-05-01,112557.94,108107.27,46.779,96.05
PLT-01,2024-05-02,110808.4,97593.18,36.593,88.07
PLT-02,2024-05-02,45459.01,41119.2,32.819,90.45
PLT-03,2024-05-02,96049.11,90182.13,13.766,93.89
PLT-04,2024-05-02,48288.31,43052.54,16.791,89.16
PLT-05,2024-05-02,54258.75,51109.78,41.91,94.2
PLT-01,2024-05-03,72705.11,68513.68,19.201,94.24
PLT-02,2024-05-03,117862.41,107431.56,42.451,91.15
PLT-03,2024-05-03,115629.31,110752.56,14.414,95.78
PLT-04,2024-05-03,92024.57,81976.24,13.704,89.08
PLT-05,2024-05-03,44142.68,42485.27,44.705,96.25
PLT-01,2024-05-04,58065.95,53956.94,46.381,92.92
PLT-02,2024-05-04,79736.49,72992.54,29.397,91.54
PLT-03,2024-05-04,103217.26,95264.88,40.198,92.3
PLT-04,2024-05-04,74535.8,67282.01,23.753,90.27
PLT-05,2024-05-04,46225.88,42748.04,17.332,92.48
PLT-01,2024-05-05,104923.76,96304.6,39.54,91.79
PLT-02,2024-05-05,116356.83,111289.84,46.253,95.65
PLT-03,2024-05-05,85434.92,76453.93,47.174,89.49
PLT-04,2024-05-05,109480.35,104859.97,36.958,95.78
PLT-05,2024-05-05,89993.3,79313.36,40.43,88.13
PLT-01,2024-05-06,47322.81,42750.37,31.854,90.34
PLT-02,2024-05-06,76138.61,67110.07,43.163,88.14
PLT-03,2024-05-06,110304.08,103836.79,31.478,94.14
PLT-04,2024-05-06,116859.03,104097.56,40.065,89.08
PLT-05,2024-05-06,50268.85,45964.13,33.077,91.44
PLT-01,2024-05-07,98967.02,87124.08,22.882,88.03
PLT-02,2024-05-07,83056.03,77072.56,34.955,92.8
PLT-03,2024-05-07,64308.29,59719.74,18.832,92.86
PLT-04,2024-05-07,54949.78,51207.19,36.677,93.19
PLT-05,2024-05-07,49632.0,44224.65,33.851,89.11
PLT-01,2024-05-08,61607.66,56390.47,26.427,91.53
PLT-02,2024-05-08,54284.23,47776.55,44.213,88.01
PLT-03,2024-05-08,97200.16,91576.98,31.674,94.21
PLT-04,2024-05-08,96077.57,92639.14,35.964,96.42
PLT-05,2024-05-08,61207.31,57005.45,27.924,93.14
PLT-01,2024-05-09,84513.53,78308.96,42.916,92.66
PLT-02,2024-05-09,92144.01,82652.1,15.769,89.7
PLT-03,2024-05-09,73949.1,65179.1,24.959,88.14
PLT-04,2024-05-09,69441.72,63456.05,47.257,91.38
PLT-05,2024-05-09,64312.07,58129.78,16.658,90.39
PLT-01,2024-05-10,80880.71,72293.66,35.687,89.38
PLT-02,2024-05-10,52412.78,48843.5,41.746,93.19
PLT-03,2024-05-10,43401.97,39833.34,28.598,91.78
PLT-04,2024-05-10,103285.77,95241.09,32.431,92.21
PLT-05,2024-05-10,103296.34,96104.67,24.899,93.04
PLT-01,2024-05-11,46867.38,44322.13,43.361,94.57
PLT-02,2024-05-11,117605.16,113300.1,40.707,96.34
PLT-03,2024-05-11,91477.75,86934.18,27.555,95.03
PLT-04,2024-05-11,87582.1,79820.84,23.762,91.14
PLT-05,2024-05-11,100535.34,92578.36,19.638,92.09
PLT-01,2024-05-12,56155.05,53758.66,36.399,95.73
PLT-02,2024-05-12,83683.69,76661.33,27.509,91.61
PLT-03,2024-05-12,44594.82,41069.24,40.636,92.09
PLT-04,2024-05-12,71038.92,64966.68,12.566,91.45
PLT-05,2024-05-12,76626.82,67606.34,34.033,88.23
PLT-01,2024-05-13,80542.67,76966.64,32.944,95.56
PLT-02,2024-05-13,65874.19,61029.85,37.189,92.65
PLT-03,2024-05-13,47517.1,44471.1,44.999,93.59
PLT-04,2024-05-13,63930.42,59864.21,41.568,93.64
PLT-05,2024-05-13,80944.51,76461.65,23.196,94.46
PLT-01,2024-05-14,64484.68,60620.92,37.395,94.01
PLT-02,2024-05-14,114960.78,103491.77,28.856,90.02
PLT-03,2024-05-14,60041.08,53268.94,28.016,88.72
PLT-04,2024-05-14,69926.46,63237.23,22.692,90.43
PLT-05,2024-05-14,68832.94,66698.8,40.186,96.9
PLT-01,2024-05-15,45712.1,43815.83,34.799,95.85
PLT-02,2024-05-15,111247.5,101319.09,28.723,91.08
PLT-03,2024-05-15,111698.16,101034.51,44.958,90.45
PLT-04,2024-05-15,106279.98,102905.61,23.673,96.83
PLT-05,2024-05-15,58860.25,53549.76,46.367,90.98
PLT-01,2024-05-16,66645.86,62038.57,26.532,93.09
PLT-02,2024-05-16,71697.61,64341.73,32.835,89.74
PLT-03,2024-05-16,107952.34,95478.84,45.512,88.45
PLT-04,2024-05-16,93237.84,87224.6,34.532,93.55
PLT-05,2024-05-16,63701.59,58437.48,40.774,91.74
PLT-01,2024-05-17,64510.48,59498.13,12.707,92.23
PLT-02,2024-05-17,98684.67,90552.38,30.913,91.76
PLT-03,2024-05-17,49175.15,47663.22,22.889,96.93
PLT-04,2024-05-17,90799.17,84653.09,40.263,93.23
PLT-05,2024-05-17,63506.96,60206.72,25.77,94.8
PLT-01,2024-05-18,72892.88,68558.97,40.234,94.05
PLT-02,2024-05-18,93349.33,89707.69,22.266,96.1
PLT-03,2024-05-18,112049.34,99923.1,37.243,89.18
PLT-04,2024-05-18,83810.45,77484.21,23.193,92.45
PLT-05,2024-05-18,80298.62,71831.9,26.796,89.46
PLT-01,2024-05-19,47894.47,44612.08,15.448,93.15
PLT-02,2024-05-19,52827.57,46894.61,27.227,88.77
PLT-03,2024-05-19,107356.68,103236.4,14.588,96.16
PLT-04,2024-05-19,90764.01,85462.91,31.216,94.16
PLT-05,2024-05-19,93358.79,84119.27,29.627,90.1
PLT-01,2024-05-20,71270.07,63293.08,36.02,88.81
PLT-02,2024-05-20,79617.22,72034.93,29.053,90.48
PLT-03,2024-05-20,102023.84,97141.92,35.383,95.21
PLT-04,2024-05-20,77419.83,72141.15,25.861,93.18
PLT-05,2024-05-20,50124.51,45849.18,31.092,91.47
PLT-01,2024-05-21,87906.72,84761.6,39.984,96.42
PLT-02,2024-05-21,52159.4,46717.94,17.118,89.57
PLT-03,2024-05-21,99054.54,93463.01,47.509,94.36
PLT-04,2024-05-21,81761.87,78031.68,32.752,95.44
PLT-05,2024-05-21,109926.94,103869.07,35.144,94.49
PLT-01,2024-05-22,85209.81,80529.01,27.108,94.51
PLT-02,2024-05-22,47726.13,42170.75,30.745,88.36
PLT-03,2024-05-22,87943.33,78014.21,23.829,88.71
PLT-04,2024-05-22,65762.58,61202.05,22.025,93.07
PLT-05,2024-05-22,47651.89,42640.68,19.762,89.48
PLT-01,2024-05-23,107415.6,97274.36,37.729,90.56
PLT-02,2024-05-23,85427.1,82687.75,21.822,96.79
PLT-03,2024-05-23,52669.84,46596.13,22.175,88.47
PLT-04,2024-05-23,94725.67,84085.44,22.309,88.77
PLT-05,2024-05-23,108424.67,101102.29,14.503,93.25
PLT-01,2024-05-24,43814.65,38797.92,47.408,88.55
PLT-02,2024-05-24,107989.71,103242.98,45.272,95.6
PLT-03,2024-05-24,80420.43,72560.22,26.449,90.23
PLT-04,2024-05-24,97509.13,93495.94,27.663,95.88
PLT-05,2024-05-24,82830.48,79837.03,15.87,96.39
PLT-01,2024-05-25,108983.94,97468.44,30.919,89.43
PLT-02,2024-05-25,57473.85,53695.82,32.109,93.43
PLT-03,2024-05-25,70400.59,67422.46,35.753,95.77
PLT-04,2024-05-25,97696.41,87297.54,45.294,89.36
PLT-05,2024-05-25,53363.21,48029.59,16.61,90.01
PLT-01,2024-05-26,75228.74,72211.6,21.088,95.99
PLT-02,2024-05-26,69900.27,66834.86,34.241,95.61
PLT-03,2024-05-26,100129.31,90042.28,39.294,89.93
PLT-04,2024-05-26,58208.85,56396.13,32.156,96.89
PLT-05,2024-05-26,95651.14,85192.28,22.524,89.07
PLT-01,2024-05-27,51179.25,46834.92,22.229,91.51
PLT-02,2024-05-27,98633.78,87762.74,40.574,88.98
PLT-03,2024-05-27,43656.39,39211.37,42.011,89.82
PLT-04,2024-05-27,99422.13,91753.64,13.799,92.29
PLT-05,2024-05-27,88791.5,81386.75,23.395,91.66
PLT-01,2024-05-28,91232.85,83869.93,15.327,91.93
PLT-02,2024-05-28,113276.04,107619.53,14.03,95.01
PLT-03,2024-05-28,82005.11,72779.86,43.642,88.75
PLT-04,2024-05-28,89041.12,79738.14,14.247,89.55
PLT-05,2024-05-28,42526.48,39365.18,38.437,92.57
PLT-01,2024-05-29,49667.24,44696.32,25.281,89.99
PLT-02,2024-05-29,57446.14,52575.87,32.146,91.52
PLT-03,2024-05-29,94794.94,91642.04,45.51,96.67
PLT-04,2024-05-29,85610.16,80993.5,46.231,94.61
PLT-05,2024-05-29,46677.76,41100.1,14.573,88.05
PLT-01,2024-05-30,85067.95,80700.14,25.215,94.87
PLT-02,2024-05-30,83619.13,77470.86,15.412,92.65
PLT-03,2024-05-30,65727.06,57954.78,17.485,88.17
PLT-04,2024-05-30,104948.66,100188.95,40.87,95.46
PLT-05,2024-05-30,98145.49,93375.44,36.155,95.14
PLT-01,2024-05-31,93586.67,87977.32,30.506,94.01
PLT-02,2024-05-31,69067.78,65318.61,22.751,94.57
PLT-03,2024-05-31,83432.17,76674.33,21.958,91.9
PLT-04,2024-05-31,117975.19,106565.53,23.135,90.33
PLT-05,2024-05-31,52927.0,50495.97,33.117,95.41
PLT-01,2024-06-01,89043.14,84933.85,24.345,95.39
PLT-02,2024-06-01,55490.67,49822.66,39.874,89.79
PLT-03,2024-06-01,89129.21,80088.88,18.722,89.86
PLT-04,2024-06-01,49654.98,46501.98,12.004,93.65
PLT-05,2024-06-01,41465.55,37943.46,36.889,91.51
PLT-01,2024-06-02,95603.15,87831.63,36.879,91.87
PLT-02,2024-06-02,81687.69,79067.46,17.849,96.79
PLT-03,2024-06-02,88053.38,81379.95,19.001,92.42
PLT-04,2024-06-02,99999.23,90478.88,25.742,90.48
PLT-05,2024-06-02,69986.45,63126.27,27.505,90.2
PLT-01,2024-06-03,77867.67,73739.12,39.542,94.7
PLT-02,2024-06-03,52684.48,49173.03,44.263,93.33
PLT-03,2024-06-03,48702.93,44931.49,39.013,92.26
PLT-04,2024-06-03,88919.31,79053.95,27.778,88.91
PLT-05,2024-06-03,80579.16,78131.66,18.43,96.96
PLT-01,2024-06-04,118593.9,108377.45,19.212,91.39
PLT-02,2024-06-04,73128.73,68394.34,19.686,93.53
PLT-03,2024-06-04,63315.13,60586.83,47.964,95.69
PLT-04,2024-06-04,65453.82,58476.25,42.054,89.34
PLT-05,2024-06-04,88036.45,78267.58,47.584,88.9
PLT-01,2024-06-05,46243.96,43297.39,27.262,93.63
PLT-02,2024-06-05,84529.91,76008.39,38.272,89.92
PLT-03,2024-06-05,116777.58,107582.32,30.826,92.13
PLT-04,2024-06-05,59184.93,56833.4,46.962,96.03
PLT-05,2024-06-05,102903.75,95582.11,46.445,92.88
PLT-01,2024-06-06,52308.0,48283.64,31.354,92.31
PLT-02,2024-06-06,79353.31,75561.62,36.135,95.22
PLT-03,2024-06-06,50132.68,45679.93,24.207,91.12
PLT-04,2024-06-06,85250.58,77256.74,16.222,90.62
PLT-05,2024-06-06,92294.61,88288.41,45.538,95.66
PLT-01,2024-06-07,117806.27,111951.36,17.029,95.03
PLT-02,2024-06-07,108248.95,99155.65,38.277,91.6
PLT-03,2024-06-07,82501.44,78753.78,27.318,95.46
PLT-04,2024-06-07,44943.5,41802.58,18.166,93.01
PLT-05,2024-06-07,117241.41,108732.81,31.928,92.74
PLT-01,2024-06-08,112581.26,105400.0,22.898,93.62
PLT-02,2024-06-08,63687.57,58920.05,43.198,92.51
PLT-03,2024-06-08,103578.35,100123.67,14.588,96.66
PLT-04,2024-06-08,61466.09,54533.86,40.539,88.72
PLT-05,2024-06-08,51266.7,45575.57,33.72,88.9
PLT-01,2024-06-09,72918.78,68861.51,29.533,94.44
PLT-02,2024-06-09,74026.77,67978.42,43.388,91.83
PLT-03,2024-06-09,71618.05,65172.84,24.187,91.0
PLT-04,2024-06-09,55728.06,53357.5,17.279,95.75
PLT-05,2024-06-09,112688.86,102041.13,44.379,90.55
PLT-01,2024-06-10,103265.65,96282.71,36.101,93.24
PLT-02,2024-06-10,66067.53,61553.83,22.527,93.17
PLT-03,2024-06-10,72181.83,68487.54,20.782,94.88
PLT-04,2024-06-10,107107.68,97878.15,31.158,91.38
PLT-05,2024-06-10,115356.84,108586.89,35.242,94.13
PLT-01,2024-06-11,96928.62,93306.4,20.946,96.26
PLT-02,2024-06-11,89059.3,81581.48,12.427,91.6
PLT-03,2024-06-11,50024.07,45484.35,32.34,90.92
PLT-04,2024-06-11,110517.98,105124.73,31.92,95.12
PLT-05,2024-06-11,45909.63,41581.8,25.202,90.57
PLT-01,2024-06-12,89737.37,79493.23,32.587,88.58
PLT-02,2024-06-12,112117.17,105781.31,40.695,94.35
PLT-03,2024-06-12,94534.05,84947.64,17.477,89.86
PLT-04,2024-06-12,106359.25,100253.74,32.702,94.26
PLT-05,2024-06-12,55142.63,51519.82,13.128,93.43
PLT-01,2024-06-13,49507.13,44955.95,27.975,90.81
PLT-02,2024-06-13,49645.16,44223.64,39.632,89.08
PLT-03,2024-06-13,85577.55,79419.11,28.288,92.8
PLT-04,2024-06-13,118123.45,104478.07,20.003,88.45
PLT-05,2024-06-13,91800.62,81911.21,34.718,89.23
PLT-01,2024-06-14,85420.9,82635.36,43.802,96.74
PLT-02,2024-06-14,115644.27,102949.33,44.753,89.02
PLT-03,2024-06-14,50327.25,47154.82,37.923,93.7
PLT-04,2024-06-14,52868.28,49534.37,13.889,93.69
PLT-05,2024-06-14,63461.29,61107.15,18.182,96.29
PLT-01,2024-06-15,45221.6,41600.75,42.622,91.99
PLT-02,2024-06-15,46133.79,42073.93,44.392,91.2
PLT-03,2024-06-15,49452.44,44900.85,40.023,90.8
PLT-04,2024-06-15,83456.88,79693.81,16.017,95.49
PLT-05,2024-06-15,113644.33,109569.28,17.591,96.41
PLT-01,2024-06-16,42710.04,41389.69,29.361,96.91
PLT-02,2024-06-16,85766.03,80228.24,40.428,93.54
PLT-03,2024-06-16,104959.04,94195.83,22.019,89.75
PLT-04,2024-06-16,110146.64,105053.08,34.234,95.38
PLT-05,2024-06-16,119575.93,113138.75,19.77,94.62
PLT-01,2024-06-17,107731.53,98824.93,13.301,91.73
PLT-02,2024-06-17,65713.7,62343.88,46.567,94.87
PLT-03,2024-06-17,62090.91,56017.58,32.29,90.22
PLT-04,2024-06-17,104934.71,99392.83,32.159,94.72
PLT-05,2024-06-17,90511.17,81621.97,27.573,90.18
PLT-01,2024-06-18,60429.25,57987.76,16.052,95.96
PLT-02,2024-06-18,94379.24,85264.61,29.121,90.34
PLT-03,2024-06-18,63953.02,58139.18,21.374,90.91
PLT-04,2024-06-18,100223.43,91495.42,38.149,91.29
PLT-05,2024-06-18,76485.59,71074.4,31.558,92.93
PLT-01,2024-06-19,118068.17,107800.44,19.477,91.3
PLT-02,2024-06-19,112943.36,101167.38,43.539,89.57
PLT-03,2024-06-19,52017.19,48858.98,17.419,93.93
PLT-04,2024-06-19,113846.87,105974.44,23.854,93.09
PLT-05,2024-06-19,51225.82,46790.04,37.381,91.34
PLT-01,2024-06-20,70796.07,63868.57,32.787,90.21
PLT-02,2024-06-20,73425.75,65710.36,19.044,89.49
PLT-03,2024-06-20,96596.96,93478.86,20.391,96.77
PLT-04,2024-06-20,101851.89,90432.72,27.237,88.79
PLT-05,2024-06-20,80535.05,72818.76,31.065,90.42
PLT-01,2024-06-21,110609.15,106737.77,15.62,96.5
PLT-02,2024-06-21,61747.67,59779.28,21.735,96.81
PLT-03,2024-06-21,95416.59,86143.13,24.829,90.28
PLT-04,2024-06-21,55302.32,52928.03,43.775,95.71
PLT-05,2024-06-21,63753.0,60828.21,24.897,95.41
PLT-01,2024-06-22,47921.55,45440.5,33.472,94.82
PLT-02,2024-06-22,61950.6,55927.14,47.122,90.28
PLT-03,2024-06-22,109000.08,103864.2,16.609,95.29
PLT-04,2024-06-22,100414.98,90304.06,48.686,89.93
PLT-05,2024-06-22,44167.14,40266.85,27.431,91.17
PLT-01,2024-06-23,105936.23,100529.25,25.5,94.9
PLT-02,2024-06-23,85244.82,81426.16,12.655,95.52
PLT-03,2024-06-23,104174.25,100551.14,13.154,96.52
PLT-04,2024-06-23,43646.48,39762.22,15.16,91.1
PLT-05,2024-06-23,78342.09,74079.02,32.408,94.56
PLT-01,2024-06-24,55714.55,52312.23,36.655,93.89
PLT-02,2024-06-24,114595.68,102358.2,38.424,89.32
PLT-03,2024-06-24,112914.18,104461.51,25.025,92.51
PLT-04,2024-06-24,53659.96,51406.82,26.193,95.8
PLT-05,2024-06-24,113990.6,109009.01,25.559,95.63
PLT-01,2024-06-25,85913.14,75813.68,22.976,88.24
PLT-02,2024-06-25,96821.83,91110.5,24.721,94.1
PLT-03,2024-06-25,104688.64,94348.05,28.606,90.12
PLT-04,2024-06-25,77802.45,70852.63,46.368,91.07
PLT-05,2024-06-25,95734.72,88892.36,30.379,92.85
PLT-01,2024-06-26,52743.69,48181.19,36.22,91.35
PLT-02,2024-06-26,113965.62,108664.14,22.814,95.35
PLT-03,2024-06-26,74716.53,66308.12,17.178,88.75
PLT-04,2024-06-26,77618.43,72008.15,21.505,92.77
PLT-05,2024-06-26,91422.62,86239.35,22.768,94.33
PLT-01,2024-06-27,100673.98,90456.02,33.093,89.85
PLT-02,2024-06-27,104342.49,96864.35,44.687,92.83
PLT-03,2024-06-27,44680.1,41684.22,32.223,93.29
PLT-04,2024-06-27,92828.27,88651.61,38.131,95.5
PLT-05,2024-06-27,103222.62,93519.02,25.95,90.6
PLT-01,2024-06-28,90142.16,83815.22,46.6,92.98
PLT-02,2024-06-28,54946.76,50090.29,32.619,91.16
PLT-03,2024-06-28,109437.1,105458.12,24.097,96.36
